PPP2R5C	101810036	PRKD1	29599817
ITPKA	41494416	NUSAP1	41342386
NCS1	130172727	GPR107	130127483
RAD51B	67887204	BAZ1A	34758846
HELLPAR	102315490	NTN4	95683711
PAH	102894735	METAP2	95512801
VCP	35072337	FAM214B	35108737
NTN4	95682707	PAH	102894918
MIAT	26657654	CRYBA4	26630340
SLC44A2	10635515	LDLR	11131281
FRS2	69470530	NTN4	95670146
ST3GAL3	43707693	EBNA1BP2	43261918
FAM19A4	68880730	LMOD3	69122409
PPP2R5E	63415140	XRCC3	103711567
HERC1	63664470	DAPK2	63983754
MALAT1	65502076	FAM166A	137245222
SETX	132354917	RAB14	121193419
SLC12A4	67957742	DPEP2	67999748
SNHG19	2155143	USP49	41799938
FAM96B	66933614	CYFIP1	22932340
JADE2	134526011	UBE2B	134390225
ZBTB38	141369946	C17orf64	60431181
MEG3	100845533	DLK1	100728396
GTF2A1	81220489	POMT2	77302943
ANO2	5732517	GALNT8	4850740
TAF6L	62771490	PCYT1A	196242640
SCARB2	76213427	SGMS1	50344345
LIN7A	80811465	R3HDM2	57310463
KIF5A	57567618	DTX1	113077424
WBP1L	102816267	DLK1	100728421
TMLHE	155524456	VBP1	155208874
LDLR	11089615	ZGLP1	10308391
PEG3	56836070	DENR	122767588
ZIM2	56836070	DENR	122767588
ARMC9	231198698	BLVRB	40451492
SCAMP4	1918990	COX8A	63976225
MYLIP	16130747	OR5V1	29356277
ZC3H4	47110895	ARHGAP35	46987989
LAPTM4B	97776108	ARMC9	231355798
QSOX2	136245476	CTU2	88714860
RECQL5	75658298	CACNA1G	50590471
DLK1	100729066	MTCO1P12	631074
NSD1	177192019	EFNA5	107381376
GJC1	44807394	SKAP1	48189500
TLK2	62608148	CEP112	65689218
CCNG1	163444481	SLCO6A1	102373494
CCDC47	63773412	TERT	1282624
UIMC1	176982469	PJA2	109383520
INTS2	61911520	GLIS3	3829492
PHF20	35899648	SPAG4	35619195
C4B	32032133	DLK1	100734648
ZNF341	33745299	C20orf144	33663532
CYC1	144096010	DLK1	100734465
RPL10	154400201	DLK1	100728950
NKAIN4	63240784	IGF2	2132154
ADGRV1	90985522	CLPTM1L	1318453
APC	112801383	REEP2	138445683
GABRA5	26869334	NOV	119416386
CREB3L2	138001604	CPA2	130282104
COMT	19964299	YPEL1	21710908
HPS4	26479265	CABIN1	24164400
ASCC3	100604631	TXNRD2	19941897
UBE2J1	89352539	CFAP206	87464020
PAFAH1B2	117144418	RRP7BP	42580359
MGA	41699159	NUSAP1	41349098
FGD4	32399959	SLCO1A2	21334709
VPS26B	134240155	C15orf41	36644278
UBR2	42674193	PXT1	36400584
WWOX	78164289	CDH3	68722425
KCTD18	200497753	PLCL1	198355295
PKIB	122633367	BLK	11561302
TBL1XR1	177160871	ATG7	11554811
LIPH	185552423	EHHADH	185193487
MBD3	1582622	PALM	726138
C5orf56	132419940	SGF29	28581055
MADD	47326858	POU2AF1	111358882
LRFN5	41608562	SNORA31	41594478
SPEF2	35659207	C5orf42	37224740
MBTPS1	84116735	SLC38A8	84016727
NFIC	3359685	SPATA33	89669286
MICAL3	17816690	TPTEP1	16697496
TLCD2	1709499	LRP5	68409914
PCMTD2	64287821	WASHC1	29739
OAZ1	2269590	AMH	2250191
SIK3	117098143	CTNNBIP1	9850776
LDLR	11089615	CCDC130	13732175
BRK1	10115819	FANCD2	10096326
TXNDC11	11736017	CIB4	26640567
RAB8A	16112025	PLVAP	17366195
ZDHHC19	196207398	PCYT1A	196214498
TMEM87B	112060037	MERTK	112028351
KCMF1	84971467	RAB1A	65098066
MSH5	31759177	BSCL2	62692797
SENP2	185599024	MSH5	31758766
BTRC	101354228	MICU1	72566794
RPRD1B	38066256	MEF2B	19157142
TXNDC11	11742477	BAMBI	28681258
ARMC9	231198941	NPAS1	47021006
DPY30	31917926	MCU	72834359
MEMO1	31917926	MCU	72834359
MYO1F	8577307	LRSAM1	127451929
ZC3H8	112230903	PARD3B	205158722
FRA10AC1	93684056	GCA	162352338
KCNMA1	77637265	SERTAD1	40423546
MINDY3	15843212	CRYGD	208124354
TMEM182	102764427	SCN3A	165164520
ERN1	64063986	TEX2	64160933
ANKRD52	56243238	RASSF3	64691470
OLFM2	9936304	PLEKHG4B	113251
PALM	719657	SGTA	2769091
MLLT1	6270579	PRLR	35118122
FAM19A2	62191259	IKZF4	56025054
ANKRD52	56247493	DYRK2	67657106
SUGP1	19316422	CASP14	15052206
SYNJ2	158068728	COX4I1	85806827
NT5DC1	116117945	SLC35F1	118266995
FLYWCH1	2940092	TVP23A	10818768
PYM1	55903387	SLC16A7	59779423
SLC16A7	59596236	SARNP	55760640
SPATS2	49514613	TSPAN8	71139848
KDM6A	44974715	FUNDC1	44542101
JADE3	47058345	SSX2	52700578
REPS2	16947134	APOO	23880952
GNL3L	54532585	PAGE5	55221375
BRMS1L	35834923	ZNF839	102338816
ARFGAP2	47171426	PACSIN3	47178487
ARHGAP23	38482678	RPL23	38853105
FN3KRP	82726602	KCNQ1	2847767
PPP1R16A	144490212	SLC52A2	144360115
PPP3R1	68252125	WDR92	68144715
FKBP8	18541679	HAUS8	17073335
GIPC1	14491656	CYP4F22	15548108
ZNF626	20661444	ADGRE5	14388450
CDH12	22505270	BNIP3L	26505307
PRLR	35118061	CDH12	22505364
CDK12	39463117	LRRC37A11P	39034170
ASF1B	14136348	GIPC1	14491743
DNAJC21	34929916	SGCZ	14324204
CHD3	7893935	RAD51C	58709859
PPP1R37	45093527	BCAM	44811225
B4GALT5	49713576	ASIP	34260365
TSPAN18	44727287	PIK3R2	18166160
ASB3	53786821	MTA3	42640173
FHOD3	36372744	ESRRB	76482016
ALDH3A2	19671956	EIF5A	7309615
AMBRA1	46493608	LRP4	46876830
AHSA2	61186497	C2orf74	61162842
TMEM248	66942024	ATOH8	85763991
ALDH2	111798242	ACTB	5529663
CTDNEP1	7246026	SHBG	7630416
VPS41	38754702	CEP41	130428018
UBR2	42642481	NDUFS2	161214156
PLBD2	113358890	CIDEC	9878511
CLK1	200854616	NAPRT	143577943
FAM19A4	68880730	TMF1	69048562
LMBR1	156724112	CHMP1A	89647331
ZXDC	126466155	UROC1	126482485
AUTS2	70698620	CDH8	61901473
KIF18B	44947628	C1QL1	44960367
CCDC117	28773025	TNNI2	1841272
MAP3K9	70749933	MED6	70593378
MED6	70596611	MAP3K9	70761182
TNS1	217835091	CATIP-AS2	218327959
NOTCH2NL	146228709	FCGR3B	161630388
MMACHC	45500413	TTC23L	34896770
ZNF616	52130501	TRAPPC8	31931523
CMTR1	37473601	SMIM13	11134403
CELF1	47483453	FNBP4	47720086
QRICH1	49076709	ACOT2	73574908
FCN2	134886564	COL5A1	134822998
VPS26A	69133047	KIF1BP	69041564
MINOS1	19597109	GSE1	85665976
RAB40C	618260	PRR35	563256
PGPEP1	18342911	ALPL	21553978
RASSF3	64610743	DAZAP2	51240343
FOXO3	108561829	LACE1	108519697
GBF1	102370860	NOLC1	102159193
WRAP53	7689701	AHCY	34281165
CMIP	81445541	BCO1	81262136
AP1B1	29342285	RFPL1S	29442129
FOXK2	82520307	TNFSF13	7559846
CAPZB	19485436	MUC22	31025502
REPS2	17006344	TXLNG	16818574
TYW1B	72826855	STX5	62807628
IL6R	154435156	TDRD10	154547409
HNRNPA2B1	26200572	HSD17B10	53433886
ST3GAL2	70438949	VAC14	70772172
PLCB1	8757178	WTIP	34490376
CC2D2A	15480827	BST1	15711807
YPEL3	30095252	EXD3	137324143
DCP2	112992770	IL17B	149377025
GNB1	1839190	TSC2	2079032
CPSF1	144400924	TONSL	144429336
ASB4	95536550	DYNC1I1	95804721
KCNQ1	2778037	DUSP8	1565934
DNAJC4	64232477	IGF2	2131698
MAMSTR	48715832	IGF2	2131700
ARAP1	72722065	IGF2	2132106
CLUH	2689386	IGF2	2139208
GALNT2	230255303	IGF2	2131760
RCC1L	75052711	DENND1A	123403490
MCCC1	183086693	LAMP3	183154391
PPIP5K1	43534974	FRMD5	43888872
PXK	58333090	RPP14	58310507
NUP85	75205794	TMEM94	75471800
SEMA6C	151139976	VPS72	151185950
RUSC2	35490172	U82695.5	153398920
RRP7A	42518005	PACSIN2	42879169
TSGA10	99154837	ZRANB3	135224517
TOGARAM1	45054549	KCNK13	90184111
SHPK	3630205	GUCY1A2	106986131
NUDT2	34339166	UBAP1	34249779
EPB41	28997319	HGSNAT	43158575
SYS1	45365686	IDO2	40015247
NUP188	129006368	TMEM8C	133514785
PHF21A	46076754	NUTF2	67868340
IP6K1	49738212	MON1A	49913359
ST3GAL3	43736380	ZMAT4	40532238
TRMT61A	103530309	AMN	102928426
GBF1	102344182	UBE2R2	33886881
SEMA5A	9437756	MYHAS	10608354
RAF1	12663813	IQSEC1	12941865
WDR59	74888169	CHST5	75533183
ABHD17C	80696019	PRAMEF6	12942540
ZNF326	89995273	CCDC18	93226333
MSI2	57652161	BCAS3	60808004
OGT	71554591	GCNA	71592121
GSTP1	67586537	ELP4	31650115
CDC42BPG	64844410	EHD1	64860336
DHX35	39001842	MYO7A	77197481
CACNA1I	39673082	SYNGR1	39381696
NPRL3	86668	UBE2L3	21621515
LIMCH1	41360936	UCHL1	41264103
CDS1	84609525	UGT1A6	233767034
CDS1	84609525	UGT1A1	233767034
CDS1	84609525	UGT1A10	233767034
CDS1	84609525	UGT1A3	233767034
CDS1	84609525	UGT1A4	233767034
CDS1	84609525	UGT1A5	233767034
CDS1	84609525	UGT1A7	233767034
CDS1	84609525	UGT1A8	233767034
CDS1	84609525	UGT1A9	233767034
VGLL4	11601833	TMEM40	12749840
KIF13B	29118868	PPP2R5B	64925471
IPPK	92634386	CDC42SE1	151059773
PTPN11	112419125	ZNF706	101201743
NUP62	49927694	VSTM2B	29563846
IL4I1	49927694	VSTM2B	29563846
SLC39A11	73084808	ADSS	244437768
TRIM37	59062567	ZNF385D	22169035
USP31	23148638	PRKCB	23988508
PIGS	28556166	SPAG5	28578292
ILF3	10654487	MAPK13	36131271
NUDT19	32709392	DPY19L3	32432716
ZNF507	32345783	TDRD12	32797735
MELK	36573007	CNTFR	34581205
PPFIA1	70272436	SHANK2	70698763
RBM4B	66676668	FCHSD2	73015885
FOXJ3	42227883	SVBP	42807500
MLF1	158592581	RSRC1	158543335
SAMD8	75111722	ADK	74708321
ACOX3	8374978	CD96	111665527
CHMP4C	81732816	ITGB1	32901635
LPAR6	48412421	TPP2	102604793
UBE2G1	4282798	PELP1	4691442
ABCA1	104883039	RAB5C	42126848
ADAM10	58717577	TERB2	44973867
SWT1	185190642	DCAF8	160225663
DCDC2	24353569	MRS2	24422937
MCM3	52282045	ADGRF1	47024217
CDKAL1	20548705	OFCC1	9850469
SLC9A8	49815189	TOM1L2	17850952
RAB3IP	69739031	CD63	55726261
CD63	55725813	OS9	57715760
PABPC1	100704297	VPS13B	99766774
PGAP3	39684597	MYOCD	12736161
DCAF12	34088000	EXOSC2	130699329
RAB3IP	69739031	OS9	57715760
SLFN11	35373474	MIEN1	39729423
KB-1562D12.1	101492450	RGS22	99965430
STARD3	39637231	SMCR5	17777459
AZIN1	102863807	NCALD	102020289
PGAP3	39684597	LRRC6	132610261
ERBB2	39715939	CTTN	70422940
CRLF3	30784307	AATF	36950214
SCN8A	51689096	KCNC2	75051317
SEC14L4	30503677	SIAH1	48403667
KIF13A	17987054	KDM1B	18166267
PPFIA1	70272436	DYNC2H1	103113537
TRPM7	50596255	EHD4	41901181
ELF1	40981983	VWA8	41891587
LRCH1	46728984	PHF11	49513059
BTBD9	38192519	NBAT1	22136669
PSMD11	32454619	SLC4A4	71339370
CREBBP	3744894	NLRC3	3542274
RANBP17	170862051	TLX3	171310150
ANKLE2	132741419	ZNF605	132948270
MOB1B	70902550	RUFY3	70806516
EP300	41117821	HAUS8	17056002
FAF1	50801631	ITGB3BP	63508570
CEP170	243255040	UBE2Q1	154555964
IQCK	19733828	BCAR4	11820465
ROCK1	21110818	FABP2	119320842
ZW10	113768833	UPK2	118957598
ARHGAP1	46695660	AMBRA1	46418052
MVP	29820510	SEZ6L2	29888725
SRP68	76057403	XIRP2	167210735
PFKP	3116846	CAMK2G	73860889
FAM91A1	123775298	ANXA13	123712753
ZNF700	11925273	TOX	58939544
GANC	42326424	RORA	60497619
AP4B1	113901755	PIFO	111346910
CTNNA1	138753510	LARP1	154811247
GLCCI1	8071131	ICA1	8143972
RANBP3	5978061	ANKRD24	4199875
PRKCA	66306127	NF1	31325820
ADGRG1	57619881	GINS3	58386621
LUC7L	220649	SLC27A5	58501410
RAB3GAP2	220205907	BPNT1	220079854
ELOC	73959765	STAU2	73617451
MEGF9	120713758	PSMD5	120820979
C21orf59	32603161	BACE2	41226266
GNB1	1890820	CDK11A	1705025
MSI2	57262192	YPEL2	59353215
MAN1C1	25753578	TMEM57	25498264
PTP4A2	31937987	ARFGEF2	49028530
MYO1E	59372498	FOXB1	60025756
DPP8	65474209	PARP16	65248228
VGLL4	11702971	LIMD1	45665650
MIER2	325635	CDK5RAP1	33387533
GPC3	133953050	PPARG	12379704
CD151	836843	EPS8L2	710422
DIP2B	50714596	SPATS2	49525944
PCP4L1	161258983	NDUFS2	161213380
SNX30	112838697	PXT1	36426091
MRPS23	57849240	TRIM37	58999459
SPAG9	51047375	PCMT1	149771162
TWF2	52238992	FSTL4	133233537
DCBLD1	117549308	ZNF550	57535270
GRHL2	101649499	FAM49A	16588129
ZNF462	106939107	TBCA	77708347
PDXK	43719381	ABCG1	42225671
SOGA1	36802856	RPS6KA5	90978524
WNK2	93185610	CENPP	92611314
ARHGAP26	143014116	VDAC1	133973848
F11R	161000238	DOCK6	11235995
ACKR2	42809532	POMGNT2	43081536
KRBOX1	42809532	POMGNT2	43081536
DENND4C	19230833	ACER2	19446281
MGST3	165631293	UCK2	165890204
UBL3	29849512	CKAP2	52456523
SMARCC1	47772817	DOCK3	50890026
RAB3IP	69756663	NUP107	68731607
EP300	41093098	MCHR1	40680949
AMOTL1	94795160	SLCO2B1	75162655
C5orf66	135174172	JUP	41758870
PCBD2	134905223	C5orf66	135174042
ACAP2	195333028	XXYLT1	195156581
ACAP2	195342471	XXYLT1	195226856
TBC1D4	75309942	TRAPPC12	3443779
C3	6677906	EXO5	40514515
KBTBD2	32891536	COBL	51219944
COBL	51190850	FKBP9	33002676
CTNNB1	41239354	SEM1	96645932
PPP6R3	68558679	YAP1	102227469
ZNF652	49311312	MRPL1	77906946
FBXL4	98926477	BTN3A3	26443957
CPEB4	173890858	HMP19	174242682
EPN2	19237531	KCNJ18	21695983
KDM6A	45085979	ANOS1	8623670
EPN2	19237531	KCNJ12	21408519
GNA12	2794928	CARD11	2934629
NEDD4L	58252054	HYI	43452319
GUCY1A3	155667419	SIK3	116957064
GATAD2B	153922733	ERI3	44319744
NSD1	177248324	FAT2	151512606
ATP6V0A1	42458963	STAT5A	42288056
VAC14	70731495	WWOX	79211608
UBE4B	10105744	ZNF536	30710757
KDM4C	6990524	IFNA22P	21278427
DAP	10748175	CCT5	10258111
ADIPOR2	1691213	DCP1B	1967910
TRPM7	50686531	SRP14	40038948
SMARCC1	47706409	SHISA5	48469843
DDI2	15664111	FBXO15	74073557
CYP4B1	46815264	FAAHP1	46482210
MACROD1	64151239	NRXN2	64608082
ARID1A	26732792	HNRNPK	83969440
ANKRD46	100522606	ODF1	102560452
FAM169A	74834426	ANKRD31	75068664
TMEM178B	141074692	NDUFB2	140702866
MARCH9	57757084	KCNC2	75051317
STK24	98576745	TMTC4	100606427
FAM13C	59251575	ZNF365	62623103
FECH	57580073	NCMAP	24595424
KMT2A	118474315	SLC22A10	63362380
HELZ	67243784	ABCA10	69227285
ALDOA	30069389	RPL7A	133350001
KIAA0430	15630332	IQCK	19856487
RBM39	35741941	PRDM5	120821345
COX6C	99891908	TDRD12	32790531
HIST1H2AC	26124633	HP1BP3	20773610
PTDSS1	96287146	NIPAL2	98254087
GNA12	2794928	URI1	30015536
WDR62	36084744	HCST	35903351
UBE2L3	21567771	YPEL1	21710908
B4GALT4	119211732	H19	1997807
EXT1	118110085	FAM155A	107170786
MED16	881559	MEX3D	1556923
ROCK1	21023620	GUCA2B	42154680
HIVEP3	41918413	ZMYND12	42436543
SCMH1	41242059	CAP1	40059337
PPP2CB	30812320	MYOC	171638722
SRGAP1	63844883	KCNMB4	70400209
MDM1	68302620	FRS2	69486202
FCHSD2	73140031	PPFIA1	70348189
NUP107	68719654	TMBIM4	66138769
PTPRR	70698265	TPH2	72140120
AFG3L2	12363782	LYZ	69350108
SNHG16	76559043	MFSD11	76769746
POT1	124928815	RTKN2	62199861
PEAK1	77286423	CIB2	78123739
GNB5	52147459	BNIP2	59664120
MIAT	26646959	SEZ6L	26340436
CALCB	15077470	INSC	15175741
DYNC2H1	103129005	C11orf70	102047815
PTK2	141001125	EIF3E	108309463
SAP30	173374037	GALNT7	173247980
TBC1D8B	106802983	RNF128	106795580
CCT2	69589687	BEST3	69678893
BCL11B	99257471	MIPOL1	37219553
ZNF343	2492699	CSNK2A1	473950
RFX7	56179270	LIPC	58538333
PTPN14	214451805	NSL1	212739601
GRK3	25690283	AP1B1	29351825
AP1B1	29354650	GRK3	25695107
ICA1	8262440	HGF	81745120
CEP128	80761437	TSHR	81096639
PGS1	78419725	NAT9	74773685
MSMO1	165327764	CPE	165464390
NUP85	75233158	ZDHHC18	26853726
ATPAF1	46643194	OSBPL9	51776833
AASDHPPT	106079692	CARD16	105044658
SHROOM2	9912587	REPS2	17103718
FRMD6	51570410	RTN4	54987698
RICTOR	39074111	HCN1	45645608
RTN4	55010087	FRMD6-AS2	51584283
ZFAND3	37820016	DNAH8	38722776
POLE	132687254	ANKS1B	98832136
FGFR3	1807198	TACC3	1739644
FGFR3	1806934	TACC3	1739702
SHANK2	70798443	LRTOMT	72093496
FGFR3	1806934	TACC3	1739702
PLEKHA7	17013989	SERGEF	17788413
FGFR3	1806934	TACC3	1739702
RNF4	2596329	ZFYVE28	2320271
TRAPPC9	140360050	PLAT	42176151
MORC3	36320303	PCP4	39898476
CIPC	77098361	LRRC74A	76865968
SCYL2	100298175	UTP20	101356926
MRPL42	93487660	POLR3B	106509420
ANO1	70132079	CWF19L2	107443049
FGFR3	1806934	TACC3	1735731
NCAPD3	134192689	KBTBD3	106059109
RASSF7	561033	EPS8L2	722091
PUM1	31028796	LAPTM5	30742549
LMBR1L	49110484	KCNK6	38326593
ZNF606	57980162	RDH13	55067715
GRB10	50755887	STEAP1B	22494886
SLC2A13	40028301	FAM120A	93561109
COBL	51083058	SEPT14	55807258
ATF7IP	14365827	PLBD1	14511711
SLC2A13	40028301	ZNF329	58142661
RBM27	146219103	SLC35E2B	1666019
RAB4A	229271370	SNRPB	2467758
RBM17	6089193	PSAP	71834505
SNRPB	2470688	RAB4A	229286486
LUZP1	23091190	NEDD4L	58252001
TMEM189	50129546	OFCC1	9775889
GRB7	39744207	PLXDC1	39067959
ZNF280D	56733458	STK3	98707311
BCL9	147600337	MPTX1	159276507
SEPHS2	30445222	MAPK3	30114377
HELZ	67120405	CEP112	65689218
ERBB2	39715939	CTTN	70422940
HTT	3130423	GRK4	3013688
SPIDR	47294030	UBE2V2	48043033
ZNF267	31873969	AGBL4	48867230
TFRC	196082043	FBLN1	45518682
NAA35	86013897	LAMC3	131075831
ENAH	225652686	UCHL5	193051817
LIMCH1	41524478	CWH43	49028629
GAK	932043	LUC7L3	50736960
FNBP4	47765270	SVIL	29569312
SMARCA4	11027950	CARM1	10904951
IP6K1	49747818	RHOA	49375591
RPS14	150446802	MB21D2	192799650
ERBB2	39710481	PPP1R1B	39633883
CEBPG	33373895	TDRD12	32748476
PSMD8	38382228	MAP2K5	67806646
ERRFI1	8026158	LUZP1	23109127
BCL2L13	17702386	ZNF383	37242469
EPS15	51519199	CC2D1B	52346203
ERBB2	39715939	CTTN	70422940
COIL	56960775	CA4	60155314
METTL16	2511759	VPS53	560573
CPT1A	68812437	NANOGNBP1	100660215
STK3	98825515	MRPL48	73805027
SNRNP40	31267871	ADGRB2	31744731
CSPP1	67064496	PPP1R42	66971140
VPS13B	99193057	MYO9B	17211647
ZNF248	37831232	FAM107B	14553387
MRPL48	73808350	PRSS23	86932695
SHANK2	71056481	MATN2	98021205
ISYNA1	18438093	PABPC1	100709223
FABP3	31372942	ADGRB2	31756815
NECTIN4	161089218	PFDN2	161102375
SHTN1	117005022	PRDX3	119174592
KIF27	83850099	UBQLN1	83669327
TAOK1	29482288	RB1CC1	52642812
PCMTD1	51860845	RHOT1	32182757
KMT5B	68180132	MYO1D	32638835
SLC4A4	71236649	TMPRSS11E	68461821
TMEM201	9602272	SPSB1	9355743
TPCN2	69088366	MYO1D	32605241
GTF2F2	45120721	S100A4	153544809
EEA1	92891629	CRADD	93849970
GTF2F2	45120721	S100A3	153548490
PTK2	141001125	UGT2A3	68932759
PPARG	12417154	CDKAL1	20649293
STT3B	31533312	ZNF860	31988660
SCGB2B2	34675630	ERCC1	45423381
USP37	218558498	TNS1	217836211
HPS1	98446809	PYROXD2	98388510
C2CD3	74048205	MYEOV	69341510
NEK4	52737586	SETD2	47067118
FBXW7	152534941	ARHGAP10	148071993
DGUOK	73927052	STAMBP	73859254
SMG9	43737597	KCNN4	43767089
ATF7IP2	10431455	IGHV3OR16-7	33938650
DIRAS2	90642752	GNA14	77434522
CD96	111365918	ATP6V0CP2	111478743
ZNF500	4760492	MMP25	3055830
NFAT5	69568548	CCDC113	58252727
SPAG6	22368678	PLXDC2	20279703
IQCK	19764112	CASC16	52591067
FGD3	92947729	SYK	90843858
RPL36AL	49620562	MAP4K5	50456594
NUFIP2	29293783	ZFP69B	40450656
SLC12A6	34336410	RPL13	89561578
MCF2L	112968714	STK24	98519473
VPS13B	99391704	CDADC1	49291684
ERBB2	39712448	TATDN1	124495542
MTSS1	124727884	ERBB2	39706990
RBBP8	23016924	TP53	7676622
CAB39L	49350744	CPQ	96834973
ETV6	11752579	PRH2	10930269
ATAD5	30858323	SIPA1L3	38162253
CMSS1	99818043	CRYBG3	97843195
CYC1	144096744	SLC52A2	144359184
NPAS2	100949480	CNOT11	101262539
ATG2B	96316533	SLC22A17	23346936
ENTPD5	73970010	NUBPL	31826629
LTBP1	33188851	PLB1	28548860
MAP3K5	136791710	PERP	138096494
TOM1L2	17972262	SREBF1	17820521
VWA8	41865736	TPTE2P5	40826594
NOS1AP	162154476	LRRC52	165563505
RAP1B	68611043	NUP107	68734708
FAM49B	129903312	AK5	77483317
MARS	57504299	NOP2	6563946
ITCH	34449480	NDUFA1	119873304
LIMK2	31268200	CDC45	19516527
GALNT18	11432621	IER3IP1	47157537
TAPT1	16226259	LDB2	16595875
CABIN1	24119698	GRIN2A	9891100
ZCCHC7	37120623	FGF7P3	39818924
KLHL18	47283094	HEMK1	50570931
RNF213	80298518	BAIAP2	81084832
EPS8	15789161	PIK3C2G	18488449
AIG1	143284225	TIAM2	154944116
MAN2B2	6578498	TACC3	1735731
GPR78	8558981	POLN	2131290
PRDX5	64321068	LGR5	71583647
TBC1D14	6924111	HTRA3	8286561
ZFYVE28	2418285	TACC3	1739702
NCOA3	47502019	DUSP15	31867153
ZMYM6	35030547	ACOX3	8373628
ACOX3	8428351	VAMP7	57126221
C6orf132	42110216	GUCA1B	42188731
PARL	183884722	ABCC5	183938060
ACOX1	75978534	SRP68	76067330
MTA2	62600622	HNRNPUL2	62724426
SLC12A6	34336410	GOLGA8A	34391426
STX8	9568371	MYOCD	12705128
IRF6	209805947	GRHL3	24331426
TPX2	31757582	REM1	31482287
TRPC4AP	35035123	ASIP	34260365
VPS41	38869146	NPSR1	34811770
ANLN	36443862	POU6F2	39085860
EMC2	108470121	TANK	161163114
PLEKHA6	204367799	KISS1	204192914
KCTD20	36443111	ETV7	36354687
PHLDB2	111859576	KCNAB1	156421616
FXYD3	35119416	TARM1	54075918
DSG4	31409808	DSCAS	31162535
ZFP30	37644610	CEACAM7	41687221
NDC1	53818971	GLIS1	53600278
SPEN	15848150	EFHD2	15425871
NUP85	75213119	KCTD2	75049220
HERC1	63833827	DAPK2	63939361
CTDSPL	37862278	WRN	31096768
UHRF2	6413643	IL33	6241684
MELTF	197003901	IGSF11	118905718
CDH3	68684824	CHKA	68068937
RPS6KB2	67429595	ST3GAL2	70388546
TANGO6	68930295	FGF3	69816423
MRS2	24405241	DCDC2	24205102
ASH1L	155438327	SPRR2G	153150131
MKRN1	140471883	DENND2A	140546939
PCGF3	744688	MYL5	680509
SERINC2	31413304	PFDN2	161102375
TSPAN15	69498396	HK1	69343827
MARCH9	57760086	SUCLG2P2	94548658
SENP2	185590169	ABR	1011985
EPS15L1	16471913	BCAR4	11820297
FBLN1	45503064	SMC1B	45408898
AP2A2	926088	TSPAN4	864437
CCND3	42048501	TRERF1	42254926
PTPRR	70745818	ATP2B1	89656107
XPOT	64439315	EPYC	91002578
CCNT1	48701013	ADCY6	48783438
FSCN1	5593768	EIF2AK1	6026961
RAF1	12663813	NXPH1	8751008
CEP162	84193609	TTC33	40613381
SNX14	85593579	OSTM1	108122714
CAPN1	65183592	TNKS1BP1	57301041
COPS2	49155525	CTTN	70405265
ESYT1	56128709	PA2G4	56106588
ACTR5	38756039	ZNF682	20015842
ELF1	41060838	UBL3	29777263
MAN1C1	25763967	TMEM50A	25360660
ATP8A2	25862408	ALG5	36985740
B3GLCT	31323895	ALOX5AP	30755944
RPL41	56116799	SMARCC2	56186240
ERCC2	45368630	NOVA2	45940945
RAD9A	67321333	AHNAK	62433891
UBL3	29849512	CDK8	26337567
ADAP1	926553	MAD1L1	2069338
EIF3L	37855644	TRIOBP	37754877
C12orf56	64390314	TMEM5	63805234
PTPRK	128397566	SAMD3	130184623
CAT	34464235	FAM21EP	50021467
ALG14	95027129	JAK1	64847675
